;Time;Treasury_Yield;Federal_Funds_Rate;Inflation;SP500;Apple2
387;01/09/1990;8.08;8.2;0.00835866261398172;306.049988;0.258929
388;01/08/1990;8.06;8.13;0.009202453987729974;322.559998;0.330357
389;01/07/1990;8.16;8.15;0.0038491147036181675;356.149994;0.375
390;01/06/1990;8.35;8.29;0.005417956656346882;358.019989;0.399554
391;01/05/1990;8.64;8.18;0.0023273855702093324;361.230011;0.368304
392;01/04/1990;8.72;8.26;0.0015540015540016867;330.799988;0.351563
393;01/03/1990;8.63;8.28;0.005468749999999911;339.940002;0.359375
394;01/02/1990;8.37;8.24;0.004709576138147522;331.890015;0.303571
395;01/01/1990;8.09;8.23;0.010309278350515554;329.079987;0.303571
396;01/12/1989;7.78;8.45;0.0015885623510721893;353.399994;0.314732
397;01/11/1989;7.8;8.55;0.0023885350318472243;345.98999;0.395089
398;01/10/1989;7.98;8.84;0.0047999999999999545;340.359985;0.415179
399;01/09/1989;8.28;9.02;0.0032102728731942675;349.149994;0.397321
400;01/08/1989;8.14;8.99;0.0016077170418005516;351.450012;0.397321
401;01/07/1989;7.82;9.24;0.002417405318291792;346.079987;0.354911
402;01/06/1989;8.41;9.53;0.0024232633279482807;317.980011;0.368304
403;01/05/1989;9.02;9.81;0.005686433793663711;320.519989;0.426339
404;01/04/1989;9.45;9.84;0.006541291905151244;309.640015;0.348214
405;01/03/1989;9.68;9.85;0.005756578947368445;294.869995;0.31808
406;01/02/1989;9.37;9.36;0.004128819157720892;288.859985;0.323661
407;01/01/1989;9.18;9.12;0.004979253112033148;297.470001;0.337054
408;01/12/1988;9.09;8.76;0.0016625103906899655;277.720001;0.359375
409;01/11/1988;8.67;8.35;0.0008319467554076066;273.700012;0.335938
410;01/10/1988;8.35;8.3;0.0033388981636060574;278.970001;0.344866
411;01/09/1988;8.46;8.19;0.006722689075630228;271.910004;0.386161
412;01/08/1988;8.63;8.01;0.004219409282700422;261.519989;0.356027
413;01/07/1988;8.28;7.75;0.00423728813559322;272.019989;0.396205
414;01/06/1988;8.03;7.51;0.00425531914893617;273.5;0.412946
415;01/05/1988;8.0;7.09;0.0034158838599488103;262.160004;0.370536
416;01/04/1988;7.59;6.87;0.00515021459227463;261.329987;0.366071
417;01/03/1988;7.27;6.58;0.004310344827586207;258.890015;0.357143
418;01/02/1988;7.18;6.58;0.0025929127052722314;267.820007;0.383929
419;01/01/1988;7.63;6.83;0.0025996533795493684;257.070007;0.370536
420;01/12/1987;7.86;6.77;0.0;247.080002;0.375
421;01/11/1987;7.69;6.69;0.0008673026886384088;230.300003;0.294643
422;01/10/1987;8.4;7.29;0.0026086956521738885;251.789993;0.344866
423;01/09/1987;8.34;7.22;0.005244755244755195;321.829987;0.504464
424;01/08/1987;7.75;6.73;0.00527240773286475;329.799988;0.482143
425;01/07/1987;7.44;6.58;0.0026431718061673756;318.660004;0.368304
426;01/06/1987;7.57;6.73;0.0035366931918656562;304.0;0.361607
427;01/05/1987;7.76;6.85;0.0035492457852705542;290.100006;0.352679
428;01/04/1987;7.02;6.37;0.005352363960749408;288.359985;0.353795
429;01/03/1987;6.42;6.13;0.004480286738351255;291.700012;0.287946
430;01/02/1987;6.4;6.1;0.003597122302158197;284.200012;0.3125
431;01/01/1987;6.23;6.43;0.006334841628959302;274.079987;0.247768
432;01/12/1986;6.27;6.91;0.0009057971014492239;242.169998;0.180804
433;01/11/1986;6.28;6.04;0.0009066183136900138;249.220001;0.178571
434;01/10/1986;6.28;5.85;0.0009074410163338867;243.979996;0.154576
435;01/09/1986;6.35;5.89;0.004557885141294439;231.320007;0.149554
436;01/08/1986;6.33;6.17;0.0018264840182648661;252.929993;0.165179
437;01/07/1986;6.67;6.56;0.0;236.119995;0.139509
438;01/06/1986;7.18;6.92;0.005509641873278184;250.839996;0.160156
439;01/05/1986;7.07;6.85;0.002762430939226624;247.350006;0.165179
440;01/04/1986;6.7;6.99;-0.0018382352941176733;235.520004;0.135045
441;01/03/1986;7.21;7.48;-0.004574565416285453;238.899994;0.126116
442;01/02/1986;7.97;7.86;-0.002737226277372237;226.919998;0.111607
443;01/01/1986;8.14;8.14;0.0027447392497712457;211.779999;0.103237
444;01/12/1985;8.15;8.27;0.0027522935779816255;211.279999;0.098214
445;01/11/1985;8.58;8.05;0.002759889604415797;202.169998;0.089844
446;01/10/1985;8.86;7.99;0.003693444136657486;189.820007;0.083147
447;01/09/1985;8.98;7.92;0.0027777777777777514;182.080002;0.070313
448;01/08/1985;8.94;7.9;0.0018552875695733103;188.630005;0.066964
449;01/07/1985;8.77;7.88;0.0018587360594795805;190.919998;0.070871
450;01/06/1985;8.69;7.53;0.0027958993476234592;191.850006;0.080357
451;01/05/1985;9.39;7.97;0.003741814780168302;189.550003;0.077567
452;01/04/1985;10.09;8.27;0.004699248120300752;179.830002;0.094866
453;01/03/1985;10.71;8.58;0.003773584905660431;180.660004;0.098772
454;01/02/1985;10.17;8.5;0.004739336492890996;181.179993;0.110491
